text,source,date,url,truth_score,verdict
Trump warns‘sometimes you have to’ use force on Friday. Oil markets now see high odds of a U.S. strike on Iran.,Finnhub,1772231880,,80.34,TRUE
"Trump blacklists Anthropic, opening the door to Elon Musk and xAI",Finnhub,1772230260,,80.34,TRUE
The real winner in the battle for Warner Bros. isn’t who you think it is,Finnhub,1772224620,,80.34,TRUE
"Palantir’s stock nabs another upgrade, with its valuation now less of a ‘struggle’",Finnhub,1772224620,,47.36,FAKE
The bond market has been doing something strange despite a hot inflation report,Finnhub,1772223300,,89.74,TRUE
Software stocks fall as Block’s big job cuts stoke further AI fears,Finnhub,1772222100,,77.2,TRUE
"Her accountant went to prison. Now the IRS is coming after her for $328,000.",Finnhub,1772221560,,80.34,TRUE
Nvidia's stock wrapping up tough week as Wall Street focuses more on competition than growth,Finnhub,1772221359,,76.1,TRUE
"United’s stock and other airline shares get a reality check from rising oil prices, market jitters",Finnhub,1772218980,,71.49,TRUE
10-year yield falls below 4% on stagflation risk following hot producer prices reading,Finnhub,1772217575,,51.46,TRUE
Medicare will run out of money 12 years earlier than expected,Finnhub,1772216160,,80.34,TRUE
Did Paramount overpay and Netflix get away scot-free? Taking stock of the Warner Bros. deal.,Finnhub,1772215200,,47.36,FAKE
"Boomers waste money, too. These are the spending traps tripping up the richest generation.",Finnhub,1772212860,,80.34,TRUE
Most banks fail miserably at helping grieving families make this vital financial move,Finnhub,1772212380,,77.08,TRUE
"Bill Clinton on Jeffrey Epstein: 'I saw nothing, and I did nothing wrong'",Finnhub,1772211577,,80.34,TRUE
February’s ‘panic’ rotation in stocks sets the stage for more tumult in March,Finnhub,1772209500,,90.36,TRUE
Here's what drove big moves in our top and bottom stocks over the past month,Finnhub,1772209481,,90.36,TRUE
"I’m turning 50 this year and want to walk away from my $200,000 job. Should I do it?",Finnhub,1772209260,,54.42,TRUE
"Block says AI will let it cut more than 4,000 jobs. Some argue that’s not the whole story.",Finnhub,1772207640,,56.51,TRUE
"Amazon, Nvidia and Softbank pour $110 billion into OpenAI — raising the stakes for AI monetization",Finnhub,1772205180,,56.51,TRUE
"Jump in oil prices may reflect worry about Iran delays on nuclear deal, analyst says",Finnhub,1772204820,,80.34,TRUE
I told my boss I need an ADHD coach and his response was unhelpful. Can we fix our working relationship?,Finnhub,1772204580,,80.34,TRUE
"Gen Z is embracing the prenup, says family law attorney: ‘The taboo of divorces is long gone’",Finnhub,1772200801,,80.34,TRUE
Jim Cramer's top 10 things to watch in the stock market Friday,Finnhub,1772199949,,71.49,TRUE
Wholesale prices rise sharply and point to persistent inflation,Finnhub,1772199480,,87.72,TRUE
FanDuel parent’s stock tumbles as the house just can’t seem to win for its investors,Finnhub,1772199060,,47.36,FAKE
"Beware of banks breaking bad, warns top B. of A. strategist. He casts a wary eye on bank-loan ETFs.",Finnhub,1772196660,,77.08,TRUE
Nine out of 10 bets this fund manager made outperformed over the past year. Here’s his next two plays.,Finnhub,1772192760,,86.87,TRUE
Indonesia hits pause on Prabowo’s mega order of Indian trucks,Finnhub,1772191500,,88.59,TRUE
Howard Marks makes 180 degree turn on AI after Claude tutorial. Here’s how he suggests investors approach it.,Finnhub,1772188320,,56.51,TRUE
‘My sister and I are his only family’: My brother is paranoid and forgot he sold his house. What can I do?,Finnhub,1772187300,,80.34,TRUE
KISS rocker Gene Simmons lowers price of Beverly Hills home to $12.5 million after months on the market,Finnhub,1772186640,,87.31,TRUE
BASF announces job cuts amid cost-saving strategy and new India hub,Finnhub,1772183943,,85.34,TRUE
"Ex-RBI Governor Raghuram Rajan says AI to disrupt, but not derail, India’s services sector",Finnhub,1772180294,,77.34,TRUE
India’s growth may outpace current estimates after data overhaul,Finnhub,1772165175,,93.65,TRUE
Global funds return to India as earnings outlook improves,Finnhub,1772163291,,92.71,TRUE
"Yes, consumers in China are consuming again. It’s just not their No. 1 priority these days.",Finnhub,1772157600,,80.34,TRUE
Duolingo is making some changes to contend with the threat of AI. Its stock is sinking.,Finnhub,1772149740,,57.83,TRUE
"Sweetgreen’s disappointing sales offer a reality check for restaurants, after Cava’s rally",Finnhub,1772148840,,80.34,TRUE
Is it OK to wear pajamas on your next flight? A viral post sparks debate.,Finnhub,1772148060,,80.34,TRUE
"Dell’s stock soars, as record earnings signal the company is managing memory shortages well",Finnhub,1772147700,,71.05,TRUE
"Tech earnings, silver’s rebound and a Cathie Wood ETF offer a high-stakes pivot for investors",Finnhub,1772146500,,87.59,TRUE
Warner Bros. Discovery deems Paramount’s bid ‘superior’ — putting Netflix in the hot seat,Finnhub,1772144580,,80.34,TRUE
Why the S&P 500 was doomed to fall when Nvidia plunged after its earnings,Finnhub,1772144040,,87.59,TRUE
"U.S.-Iran nuclear talks end, but with hope that negotiations continue. That still leaves the oil market in limbo.",Finnhub,1772142960,,87.31,TRUE
CoreWeave’s stock drops as losses swell and interest expenses climb,Finnhub,1772142900,,72.62,TRUE
Rocket Lab’s stock slides as yet another rocket delay overshadows ‘record year’,Finnhub,1772142720,,47.36,FAKE
FanDuel parent Flutter reports disappointing fourth-quarter earnings,Finnhub,1772140427,,90.45,TRUE
Block plans to lay off nearly half its staff in ‘deliberate and bold’ embrace of AI,Finnhub,1772140380,,56.51,TRUE
Why Corning's near record stock price and historically expensive valuation are worth it,Finnhub,1772137748,,47.36,FAKE
Nvidia takes the market lower — but one area of beaten-up tech moves higher,Finnhub,1772135621,,87.31,TRUE
Yields in a crucial part of the Treasury market keep falling — and it may have something to do with AI,Finnhub,1772134440,,74.62,TRUE
"Musk, Altman and China are fighting to control a potential $320 billion market for brain implants",Finnhub,1772133660,,87.31,TRUE
Software stocks bounce as Nvidia shares falter. Is a new rotation trade in store?,Finnhub,1772132040,,92.37,TRUE
We're exiting an inconsistent stock to free up space for better prospects ahead,Finnhub,1772131410,,47.36,FAKE
"EBay to cut 800 jobs, joining other tech names in announcing layoffs as AI reshapes workforces",Finnhub,1772129340,,56.51,TRUE
"Mortgage rates fall below 6%, giving buyers a glimpse of affordability",Finnhub,1772129340,,80.34,TRUE
Jim Cramer says this unfairly punished stock is worth buying for new investors,Finnhub,1772127235,,73.15,TRUE
Small investors buy Nvidia in record numbers after Thursday's open,Finnhub,1772126066,,80.34,TRUE
"Google launches Nano Banana 2, updating its viral AI image generator",Finnhub,1772124989,,56.51,TRUE
Columbia University says DHS detained student after making 'misrepresentations',Finnhub,1772124188,,80.34,TRUE
Have a parent over 65? Get ready to join the caregiving crisis.,Finnhub,1772124180,,80.34,TRUE
"UAE stock markets close, trading halted by Abu Dhabi Securities Exchange and the Dubai Financial Market f - The Times of India",Google News,"Sun, 01 Mar 2026 21:34:00 GMT",,52.36,TRUE
The New York Stock Exchange | NYSE - NYSE,Google News,"Fri, 27 Feb 2026 22:00:00 GMT",,73.15,TRUE
India Is Undergoing an Unprecedented IPO Boom - International Banker,Google News,"Mon, 19 Jan 2026 08:00:00 GMT",,80.34,TRUE
Q3 roundup: India earnings stabilise; brokerages expect stronger 2026 for equities - Reuters,Google News,"Mon, 16 Feb 2026 08:00:00 GMT",,87.59,TRUE
"Laxmi India Finance Shares Make Weak Debut on Stock Market, List at 12.96% Discount - Groww",Google News,"Mon, 04 Aug 2025 07:00:00 GMT",,79.05,TRUE
Amazon India slashes seller referral fees in retail growth push - Yahoo Finance,Google News,"Sun, 01 Mar 2026 20:31:49 GMT",,92.69,TRUE
Coral India Finance & Housing Ltd Falls to 52-Week Low of Rs.33.31 - Markets Mojo,Google News,"Wed, 25 Feb 2026 05:42:18 GMT",,86.94,TRUE
Jio Financial launches online marketplace for financial products - Mint,Google News,"Fri, 27 Feb 2026 12:16:17 GMT",,80.34,TRUE
MSCI Rejig: India likely to see net outflow but these stocks set for inflows as well - CNBC TV18,Google News,"Fri, 27 Feb 2026 06:44:49 GMT",,92.3,TRUE
10 stocks with up to 115% upside – Top brokerage Buys this week - The Financial Express,Google News,"Sat, 28 Feb 2026 04:44:31 GMT",,90.36,TRUE
Union Budget 2026: Sector-Wise Impact on the Stock Market and Mutual Funds - ClearTax,Google News,"Tue, 03 Feb 2026 08:00:00 GMT",,78.74,TRUE
"US, Israel strike Iran: What do rising Middle East tensions mean for Indian stock markets next week? Here - The Times of India",Google News,"Sat, 28 Feb 2026 10:49:00 GMT",,72.26,TRUE
The role of regulatory bodies in India's financial sector: Wha... - Invest India,Google News,"Thu, 12 Jun 2025 07:00:00 GMT",,92.7,TRUE
Capital India Finance Ltd is Rated Strong Sell - Markets Mojo,Google News,"Thu, 26 Feb 2026 05:39:05 GMT",,89.45,TRUE
"Indian shares sink on budget day as derivatives tax hike, lack of foreign flow measures weigh - Reuters",Google News,"Sun, 01 Feb 2026 08:00:00 GMT",,91.32,TRUE
"Top 15 Books on Investment, Trading and Stock Market - Groww",Google News,"Sun, 07 Sep 2025 07:00:00 GMT",,68.71,TRUE
Coral India Finance & Housing Ltd Falls to 52-Week Low of Rs.33.4 - Markets Mojo,Google News,"Tue, 24 Feb 2026 05:40:52 GMT",,86.94,TRUE
"Stock market today: Nifty50 settles 48 points up at 25,776; Sensex ends at 83,817.69 - The Times of India",Google News,"Wed, 04 Feb 2026 08:00:00 GMT",,84.65,TRUE
Stock market volatility: Why you need a financial planner - The Times of India,Google News,"Mon, 16 Feb 2026 08:00:00 GMT",,83.71,TRUE
Coral India Finance & Housing Ltd Falls to 52-Week Low of Rs.33.74 - Markets Mojo,Google News,"Mon, 23 Feb 2026 12:07:58 GMT",,86.94,TRUE
Top Small Finance Bank Stocks in India 2025 - Groww,Google News,"Fri, 09 Jan 2026 08:00:00 GMT",,91.08,TRUE
"CNBC's Inside India newsletter: Peaked, paused, and poised? India’s market reboot at half-time - CNBC",Google News,"Thu, 03 Jul 2025 07:00:00 GMT",,87.31,TRUE
Indian stock market history: How the SIP became popular and democratised finance - Scroll.in,Google News,"Wed, 29 Oct 2025 07:00:00 GMT",,84.05,TRUE
Stock market starts 2026 on positive note; Sensex climbs over 200 points - The Hindu,Google News,"Thu, 01 Jan 2026 08:00:00 GMT",,79.92,TRUE
Can China’s stock market ever deliver like India’s? - Finshots,Google News,"Thu, 21 Aug 2025 07:00:00 GMT",,71.49,TRUE
US Federal Reserve cuts rate: What does it mean for Indian stock markets? Explained - The Times of India,Google News,"Thu, 11 Dec 2025 08:00:00 GMT",,81.1,TRUE
Tips for NRIs to Invest in the Indian Stock Market - India Infoline,Google News,"Tue, 16 Dec 2025 08:00:00 GMT",,80.19,TRUE
Stock markets rally for second day; Sensex jumps 487 points on optimism over India-EU FTA - The Hindu,Google News,"Wed, 28 Jan 2026 08:00:00 GMT",,72.32,TRUE
"Stocks To Watch, February 2: Biocon, Bharat Dynamics, HAL, Waaree Energies, Ather Energy, Anant Raj, IT stocks, Infra, railways - Upstox",Google News,"Sun, 01 Feb 2026 08:00:00 GMT",,90.36,TRUE
Laxmi India Finance share price: Stock lists at 13% discount; here's how much investors lost per lot - Upstox,Google News,"Mon, 04 Aug 2025 07:00:00 GMT",,70.78,TRUE
Laxmi India Finance Share Price Falls 13% On Listing Day | NSE & BSE Updates - Samco,Google News,"Tue, 05 Aug 2025 07:00:00 GMT",,90.55,TRUE
How AI Is Quietly Transforming Indian Securities Markets - From Trading Floors to Your Investing App - Groww,Google News,"Tue, 14 Oct 2025 07:00:00 GMT",,56.75,TRUE
How Will Perplexity Finance Transform Indian Stock Markets? - Analytics India Magazine,Google News,"Wed, 13 Aug 2025 07:00:00 GMT",,79.79,TRUE
"Indian Stock Market News, Equity Market and Sensex Today in India - Equitymaster",Google News,"Thu, 18 Dec 2025 08:00:00 GMT",,86.18,TRUE
Why Laxmi India Finance Share Price is Falling - Equitymaster,Google News,"Thu, 14 Aug 2025 07:00:00 GMT",,86.94,TRUE
Capital India Finance Outperforms Sector Amid Broader Market Decline - Markets Mojo,Google News,"Fri, 19 Sep 2025 05:30:48 GMT",,93.19,TRUE
"Stock market crash: IRCTC, Patanjali Foods, Kaynes Technology among 682 stocks that hit 52-week low on NSE - Upstox",Google News,"Tue, 20 Jan 2026 08:00:00 GMT",,81.49,TRUE
"Laxmi India Finance share price gains after poor listing, still trades below IPO price. What should investors do? - Mint",Google News,"Tue, 05 Aug 2025 07:00:00 GMT",,86.94,TRUE
"Laxmi India Finance Reports Robust Growth Amid Challenges: AUM Surges 24.75%, IPO Raises ₹151.58 Crores - scanx.trade",Google News,"Sun, 23 Nov 2025 08:00:00 GMT",,94.27,TRUE
"Top movers on Indian stock market today 23rd Dec: Sensex dips after 2-day rally, IT stocks drag, Coal India, Shriram Finance lead gainers - BusinessLine",Google News,"Tue, 23 Dec 2025 08:00:00 GMT",,89.85,TRUE
Best PSU Stocks in India 2025 - Groww,Google News,"Thu, 04 Dec 2025 08:00:00 GMT",,91.31,TRUE
"Stocks To Watch, February 3: Gokaldas Exports, Pearl Global, Infosys, TCS, LTIMindtree, Tata Motors, Indus Towers, Bajaj Finance, Paradeep Phosphates - Upstox",Google News,"Mon, 02 Feb 2026 08:00:00 GMT",,92.07,TRUE
Your Guide to High-Paying Jobs in Stock Market - Jaro Education,Google News,"Wed, 27 Aug 2025 07:00:00 GMT",,71.49,TRUE
"Top stocks to buy today: Stock market recommendations for July 8, 2025 - check list - The Times of India",Google News,"Tue, 08 Jul 2025 07:00:00 GMT",,81.49,TRUE
Ahead of Market: 10 things to watch for stock market action on Monday - The Economic Times,Google News,"Sun, 11 Jan 2026 08:00:00 GMT",,83.8,TRUE
Coral India Finance & Housing Ltd is Rated Strong Sell - Markets Mojo,Google News,"Sun, 08 Feb 2026 08:55:30 GMT",,89.45,TRUE
"Budget 2026 tax expectations of stock market investors: STT, Capital Gain relief and more - Upstox",Google News,"Tue, 27 Jan 2026 08:00:00 GMT",,71.49,TRUE
‘Sinister scheme’: India ban threatens Jane Street’s money machine - Financial Times,Google News,"Wed, 09 Jul 2025 07:00:00 GMT",,80.34,TRUE
Coral India Finance & Housing Ltd Falls to 52-Week Low Amidst Continued Downtrend - Markets Mojo,Google News,"Fri, 06 Feb 2026 08:00:00 GMT",,86.94,TRUE
"Stocks to Watch, October 16: L&T Finance, BEL, Nestle, Eternal, Infosys, LTIMindtree, Wipro, Jio Finance, Axis Bank, KEC Int'l - Upstox",Google News,"Wed, 15 Oct 2025 07:00:00 GMT",,89.93,TRUE
"Perplexity Finance widens India coverage with live stock market data from BSE, NSE - Moneycontrol.com",Google News,"Wed, 13 Aug 2025 07:00:00 GMT",,79.05,TRUE
"Budget 2026: Is the Indian stock market open for trading on Sunday, Feb 1? - Business Standard",Google News,"Sun, 01 Feb 2026 08:00:00 GMT",,66.0,TRUE
Capital India Finance Limited Lists on National Stock Exchange (NSE) - Elets BFSI,Google News,"Fri, 25 Apr 2025 07:00:00 GMT",,70.78,TRUE
"What is the Future of the Indian Stock Market? Expert Insights, Trends & Predictions for 2025 & Beyond - Samco",Google News,"Sun, 31 Aug 2025 07:00:00 GMT",,85.2,TRUE
Laxmi India Finance share price lists at 14% discount to issue price at ₹136 on BSE - Mint,Google News,"Tue, 05 Aug 2025 07:00:00 GMT",,86.94,TRUE
"Share Market Highlights 17 November 2025: Financials, mid-caps lift markets; Sensex up 0.46%, Nifty up 0.4% - BusinessLine",Google News,"Mon, 17 Nov 2025 08:00:00 GMT",,91.6,TRUE
Jane Street’s $5 Billion Derivatives Scam Rocks SEBI - Frontline Magazine,Google News,"Fri, 18 Jul 2025 07:00:00 GMT",,89.2,TRUE
Best Gold Stocks in India 2025 - Groww,Google News,"Sun, 16 Nov 2025 08:00:00 GMT",,90.36,TRUE
PTC India Financial share skyrockets 15% on healthy Q2 results; details - Business Standard,Google News,"Fri, 24 Oct 2025 07:00:00 GMT",,80.34,TRUE
"Why stock market fell today? Sensex crashes over 610 points, Nifty below 26,000 ahead of Fed meet. 5 Key f - The Economic Times",Google News,"Mon, 08 Dec 2025 08:00:00 GMT",,87.86,TRUE
Is Jio Finance Share a Smart Long-Term Investment? - getmoneyrich,Google News,"Fri, 05 Sep 2025 07:00:00 GMT",,92.22,TRUE
Jane Street challenges Indian regulator’s market manipulation claims - Financial Times,Google News,"Wed, 03 Sep 2025 07:00:00 GMT",,90.26,TRUE
Why Bajaj Finance Share Price is Falling - Equitymaster,Google News,"Tue, 11 Nov 2025 08:00:00 GMT",,86.94,TRUE
Dear Madam Finance Minister: Release the Choke Hold Over India's Stock Markets - BW Businessworld,Google News,"Mon, 12 Jan 2026 08:00:00 GMT",,70.78,TRUE
PTC India Financial Services Shares Surge 15% on Robust Q1 Performance - scanx.trade,Google News,"Fri, 24 Oct 2025 07:00:00 GMT",,80.34,TRUE
Top 10 Traders in India - Groww,Google News,"Mon, 10 Nov 2025 08:00:00 GMT",,80.34,TRUE
"Stocks to buy for 2026: Shriram Finance, Engineers India among 5 stocks that could give 20-40% return in 1 year - The Economic Times",Google News,"Thu, 01 Jan 2026 08:00:00 GMT",,92.87,TRUE
"Sensex Today Trades Higher | Nifty Above 25,900 | Bajaj Finance & ITC Top Gainers - Equitymaster",Google News,"Fri, 31 Oct 2025 07:00:00 GMT",,91.46,TRUE
Capital India Finance Ltd Hits Intraday High with 10.07% Surge on 14 Jan 2026 - Markets Mojo,Google News,"Wed, 14 Jan 2026 08:00:00 GMT",,86.94,TRUE
Capital India Finance: Analytical Review Highlights Key Shifts in Market and Financial Metrics - Markets Mojo,Google News,"Tue, 23 Dec 2025 08:00:00 GMT",,89.29,TRUE
Laxmi India Finance slides on debut - Business Standard,Google News,"Tue, 05 Aug 2025 07:00:00 GMT",,86.94,TRUE
Is India ‘In An Epic Bubble’? 6 Market Gurus List 2026 Forecast You Can’t Ignore - The Financial Express,Google News,"Tue, 30 Dec 2025 08:00:00 GMT",,87.31,TRUE
"India bars Jane Street from its securities market, citing manipulation of stock indexes - Reuters",Google News,"Fri, 04 Jul 2025 07:00:00 GMT",,71.49,TRUE
India’s Financial Markets Enter 2026 With Renewed Confidence - Ommcom News,Google News,"Fri, 28 Nov 2025 08:00:00 GMT",,80.34,TRUE
"Nifty, Sensex: India middle-class jitters amid stock market rout - BBC",Google News,"Wed, 05 Mar 2025 08:00:00 GMT",,87.22,TRUE
Capital India Finance Allots 13.48 Lakh ESOP Shares - scanx.trade,Google News,"Sat, 27 Dec 2025 08:00:00 GMT",,86.94,TRUE
Laxmi India finance's shares debut with 14% discount - BusinessLine,Google News,"Tue, 05 Aug 2025 07:00:00 GMT",,80.34,TRUE
"Laxmi India Finance IPO booked 22% so far on day 1: Check price band, lot size, key dates, and more - Upstox",Google News,"Tue, 29 Jul 2025 07:00:00 GMT",,86.94,TRUE
"Laxmi India Finance Reports Strong Q2 Results, Amends Employee Stock Option Scheme - scanx.trade",Google News,"Fri, 14 Nov 2025 08:00:00 GMT",,83.79,TRUE
Waterstones and Barnes & Noble owner looks to list booksellers on stock market,The Guardian,2025-12-18T09:32:11Z,,71.49,TRUE
OpenAI thought to be preparing for $1tn stock market float ,The Guardian,2025-10-30T18:22:08Z,,71.49,TRUE
Cyber-attack and yacht insurer agrees £8bn deal in latest UK stock market exit,The Guardian,2026-02-04T14:55:59Z,,71.49,TRUE
Nvidia becomes world’s first $5tn company amid stock market and AI boom,The Guardian,2025-10-29T16:25:07Z,,69.18,TRUE
FTSE 100 posts best day in six months as stock market rally continues – as it happened,The Guardian,2026-01-06T17:09:50Z,,71.49,TRUE
‘Kids can’t buy them anywhere’: how Pokémon cards became a stock market for millennials,The Guardian,2025-12-08T10:00:37Z,,71.49,TRUE
"Cutting cash Isa limit will not boost stock market, MPs warn Rachel Reeves",The Guardian,2025-10-24T23:01:17Z,,71.49,TRUE
Head of largest US bank warns of risk of American stock market crash,The Guardian,2025-10-09T11:30:04Z,,57.11,TRUE
London Stock Exchange considers 24-hour trading to stimulate market,The Guardian,2025-07-21T11:25:40Z,,52.36,TRUE
"As London stock market listings show signs of life, Reeves must add momentum | Nils Pratley",The Guardian,2025-10-06T16:51:18Z,,71.49,TRUE
FTSE 100 in biggest drop since April as stock market sell-off continues – as it happened,The Guardian,2025-11-18T16:54:35Z,,71.49,TRUE
Stock markets stumble as global trade faces more Trump tariff uncertainty,The Guardian,2026-02-23T17:35:36Z,,71.49,TRUE
AstraZeneca boss ‘wants to shift stock market listing to US’,The Guardian,2025-07-01T17:30:06Z,,71.49,TRUE
AI-resistant ‘halo’ stocks drive UK and EU markets to record highs,The Guardian,2026-03-01T07:00:36Z,,90.36,TRUE
London stock market boost as beauty group lists and tinned fish brand confirms IPO plan,The Guardian,2025-10-03T16:51:31Z,,80.79,TRUE
Miner Glencore decides against moving stock market listing from London to US,The Guardian,2025-08-06T08:27:41Z,,71.49,TRUE
Why does Asda terrify stock market investors? | Nils Pratley,The Guardian,2025-03-19T17:43:45Z,,71.49,TRUE
Is the AI bubble about to burst – and send the stock market into freefall? | Phillip Inman,The Guardian,2025-08-23T15:00:05Z,,59.09,TRUE
Stock markets rise to record highs and Apple touches $4tn market value for first time – as it happened,The Guardian,2025-10-28T14:56:49Z,,71.49,TRUE
World stock markets brace for turbulence after Trump’s latest tariff shock,The Guardian,2026-01-18T13:04:12Z,,47.36,FAKE
Private finance plans for NHS buildings | Letters ,The Guardian,2025-11-23T17:06:35Z,,86.94,TRUE
"Global financial system vulnerable to shocks amid recent stock market surge, Bank of England chief warns – as it happened",The Guardian,2025-10-13T14:14:35Z,,83.69,TRUE
Shareholders of UK fintech Wise vote to move main stock market listing to US,The Guardian,2025-07-28T18:14:08Z,,71.49,TRUE
Mini-revival of London stock market listings is relief to Rachel Reeves | Nils Pratley,The Guardian,2026-01-02T06:00:03Z,,71.49,TRUE
Global stock markets fall sharply over AI bubble fears,The Guardian,2025-11-05T11:20:00Z,,59.09,TRUE
"Looser bonus rules and tax breaks needed to save London stock market, says CBI ",The Guardian,2025-07-09T04:00:41Z,,71.49,TRUE
City minister accused of ignoring £2bn car finance tax loophole,The Guardian,2026-01-25T11:00:05Z,,86.94,TRUE
Politics drives markets: euro and Paris stock market slide amid French political crisis; Japanese stocks surge after Takaichi’s victory– business live,The Guardian,2025-10-06T14:00:29Z,,85.29,TRUE
How ‘liberation day’ rout compares with other notorious stock market crises,The Guardian,2025-04-08T08:00:41Z,,71.49,TRUE
A mountain to climb in today’s job market | Letters,The Guardian,2026-02-26T17:38:58Z,,87.31,TRUE
SpaceX reportedly mulling Tesla merger or tie-up with Elon Musk’s xAI firm,The Guardian,2026-01-30T08:38:04Z,,80.34,TRUE
Activist investor Elliott builds up stake in London Stock Exchange Group,The Guardian,2026-02-11T11:00:12Z,,47.36,FAKE
Do I (in the UK) need to worry about the US stock market? ,The Guardian,2025-04-28T06:00:53Z,,71.49,TRUE
Cobalt firm taps in to electric car boom with £174m London stock market float,The Guardian,2025-05-12T14:54:44Z,,71.49,TRUE
Brighton Pier owner to delist from London stock market and go private,The Guardian,2025-04-02T11:26:51Z,,71.49,TRUE
Zelenskyy names Canada’s ex-finance minister as economic adviser in Ukraine,The Guardian,2026-01-05T18:21:51Z,,88.93,TRUE
Worried about your stock market savings as Trump tariffs wreak havoc? Don’t panic,The Guardian,2025-04-13T14:00:17Z,,58.23,TRUE
Stock markets drop amid jitters over US economy and tech valuations – business live,The Guardian,2025-11-07T17:04:22Z,,70.65,TRUE
The stock market is always terrible at valuing technology revolutions | Nils Pratley,The Guardian,2025-01-28T18:10:43Z,,71.49,TRUE
Criminal charges against Australian debt collection company Panthera Finance dismissed,The Guardian,2025-11-25T06:57:11Z,,86.94,TRUE
"Tariffs driving India to strike trade deals, finance minister says ahead of UK talks",The Guardian,2025-04-08T15:01:35Z,,86.94,TRUE
The Good Society by Kate Pickett review – the Spirit Level author takes stock ,The Guardian,2026-02-03T07:00:32Z,,47.36,FAKE
ASX 200: Australian stock market bounces back despite tariff threats after worst session in five years,The Guardian,2025-04-08T06:59:43Z,,71.49,TRUE
US regional bank stocks fall amid Wall Street concern over credit markets,The Guardian,2025-10-16T19:19:08Z,,93.19,TRUE
Confessions of an education CFO: why finance for academic organisations needn’t be a headache,The Guardian,2026-02-09T11:45:18Z,,86.94,TRUE
Ministers urged to close £2bn tax loophole in car finance scandal,The Guardian,2025-12-06T10:00:49Z,,86.94,TRUE
Belgian politicians and finance bosses targeted by Russian intelligence over seized assets,The Guardian,2025-12-17T17:37:30Z,,86.94,TRUE
"Women in tech and finance at higher risk from AI job losses, report says",The Guardian,2026-02-04T00:01:27Z,,60.08,TRUE
Best UK universities for accounting & finance – league table,The Guardian,2025-09-13T07:01:01Z,,86.94,TRUE
"European stock markets fall as Trump renews tariff threats; trade war would be a ‘wrecking ball’ for UK manufacturing, union says",The Guardian,2026-01-19T17:36:33Z,,47.36,FAKE
"FourWorld Takes a Major Swing on Sable Offshore (SOC), Buying 8 Million Shares",EODHD,2026-03-02T05:11:10+00:00,,80.34,TRUE
BYD February Vehicle Production And Sales Volume Drop; Shares Up,EODHD,2026-03-02T05:10:34+00:00,,80.34,TRUE
Consumption and pharma stocks offer opportunities as earnings recover and global headwinds recede: Nippon India Mutual Fund’s Sailesh Raj Bhan,The Times of India,2026-03-02T01:00:00Z,,92.98,TRUE
SEBI takes aim at curbing portfolio overlaps: Here’s what it means for mutual fund investors,Livemint,2026-03-02T03:07:33Z,,92.28,TRUE
"S Naren says markets in ‘boring cycle’, wants investors to temper returns and rethink silver, smallcaps and AI bets",The Times of India,2026-02-09T05:29:06Z,,41.38,FAKE
HDFC Flexicap joins ₹1 trn AUM club; NSE unique investor count tops 250 mn,Business Standard,2026-02-13T17:24:36Z,,80.34,TRUE
Mutual funds adopt India Inc’s next gen companies with open arms,The Times of India,2026-02-10T00:30:00Z,,86.87,TRUE
Nigeria’s public debt rose to N153.29tn in September 2025 – DMO,The Punch,2026-02-20T18:38:08Z,,80.34,TRUE
"Can Sensex, Nifty snap 2-day fall on Monday? 7 factors that could decide market mood this week",The Times of India,2026-02-15T04:10:43Z,,91.6,TRUE
"Stock Market Live Updates 5 February 2026: Sensex slips 145 points to 83,671 at open, Nifty down 45 points at 25,730",BusinessLine,2026-02-05T04:02:18Z,,87.98,TRUE
"University of Bristol launches Mumbai campus, announces partnership with IIT-Bombay, industry",The Times of India,2026-02-25T11:48:22Z,,90.04,TRUE
"ETMarkets Smart Talk | Only 16% IPOs beat market returns; be selective, says Ajay Tyagi who follows Warren Buffett",The Times of India,2026-02-18T03:30:00Z,,73.13,TRUE
"Bharti Airtel shares in focus on ₹20,000 cr NBFC investment plan, stock slips 4%",BusinessLine,2026-02-24T05:17:15Z,,75.93,TRUE
"Mukul Agrawal, Sunil Singhania-backed Yaap Digital IPO opens today. Check GMP and other details",The Times of India,2026-02-25T02:23:42Z,,80.34,TRUE
Sebi stalls new exchanges' entry into options market: Report,The Times of India,2026-02-10T07:26:15Z,,92.53,TRUE
Bunker Hill Announces Effective Date of Reverse Stock Split and Update to C$30 Million LIFE Offering,EODHD,2026-03-04T05:15:00+00:00,,72.2,TRUE
Tesla Reworks Fremont For Optimus Robots As Physical AI Bet Grows,EODHD,2026-03-04T05:11:36+00:00,,56.51,TRUE
GE Aerospace Contracts Add Context To General Electric Valuation And Momentum,EODHD,2026-03-04T05:11:25+00:00,,80.34,TRUE
Is Amazon.com (AMZN) Still Attractively Priced After Recent 12.8% Pullback?,EODHD,2026-03-04T05:09:41+00:00,,80.34,TRUE
"Record Results, Buybacks and Dividend Hike Could Be A Game Changer For East West Bancorp (EWBC)",EODHD,2026-03-04T05:09:26+00:00,,80.34,TRUE
How JPMorgan’s New Target Is Shaping The Evolving Story At Inchcape (LSE:INCH),EODHD,2026-03-04T05:09:12+00:00,,89.25,TRUE
Green Building Initiative führt Ascent Building Certification™ für globale Märkte ein,EODHD,2026-03-04T05:09:00+00:00,,80.34,TRUE
